Artikel,Kalimat,Teks,Tag
,Kalimat4087,prabowo,B-PER
,Kalimat4087,gibran,B-PER
,Kalimat4087,",",O
,Kalimat4087,nusron,B-PER
,Kalimat4087,wahid,I-PER
,Kalimat4087,",",O
,Kalimat4087,mengkritik,O
,Kalimat4087,ucapan,O
,Kalimat4087,politikus,O
,Kalimat4087,pdi,B-ORG
,Kalimat4087,perjuangan,I-ORG
,Kalimat4087,basuki,B-PER
,Kalimat4087,tjahaja,I-PER
,Kalimat4087,purnama,I-PER
,Kalimat4087,(,O
,Kalimat4087,ahok,B-PER
,Kalimat4087,),O
,Kalimat4087,yang,O
,Kalimat4087,mempertanyakan,O
,Kalimat4087,kerja,O
,Kalimat4087,presiden,O
,Kalimat4087,joko,B-PER
,Kalimat4087,widodo,I-PER
,Kalimat4087,(,O
,Kalimat4087,jokowi,B-PER
,Kalimat4087,),O
,Kalimat4087,dan,O
,Kalimat4087,walkot,O
,Kalimat4087,solo,B-LOC
,Kalimat4087,gibran,B-PER
,Kalimat4087,rakabumimg,I-PER
,Kalimat4087,raka,I-PER
,Kalimat4087,.,O
,Kalimat4088,nusron,B-PER
,Kalimat4088,menuding,O
,Kalimat4088,ahok,B-PER
,Kalimat4088,suka,O
,Kalimat4088,bikin,O
,Kalimat4088,gaduh,O
,Kalimat4088,dan,O
,Kalimat4088,punya,O
,Kalimat4088,penyakit,O
,Kalimat4088,megalomania,O
,Kalimat4088,.,O
,Kalimat4089,nusron,B-PER
,Kalimat4089,menyebut,O
,Kalimat4089,ahok,B-PER
,Kalimat4089,memang,O
,Kalimat4089,punya,O
,Kalimat4089,kebiasaan,O
,Kalimat4089,untuk,O
,Kalimat4089,membuat,O
,Kalimat4089,gaduh,O
,Kalimat4089,.,O
,Kalimat4090,bahkan,O
,Kalimat4090,",",O
,Kalimat4090,menurutnya,O
,Kalimat4090,",",O
,Kalimat4090,ahok,B-PER
,Kalimat4090,seperti,O
,Kalimat4090,punya,O
,Kalimat4090,penyakit,O
,Kalimat4090,megalomania,O
,Kalimat4090,.,O
,Kalimat4091,dia,O
,Kalimat4091,itu,O
,Kalimat4091,mungkin,O
,Kalimat4091,kena,O
,Kalimat4091,penyakit,O
,Kalimat4091,megalomania,O
,Kalimat4091,",",O
,Kalimat4091,merasa,O
,Kalimat4091,dia,O
,Kalimat4091,yang,O
,Kalimat4091,paling,O
,Kalimat4091,hebat,O
,Kalimat4091,sedunia,O
,Kalimat4091,",",O
,Kalimat4091,',O
,Kalimat4091,ucapnya,O
,Kalimat4091,.,O
Artikel900,Kalimat4092,populi,B-ORG
,Kalimat4092,center,I-ORG
,Kalimat4092,merilis,O
,Kalimat4092,hasil,O
,Kalimat4092,survei,O
,Kalimat4092,elektabilitas,O
,Kalimat4092,partai,O
,Kalimat4092,politik,O
,Kalimat4092,menjelang,O
,Kalimat4092,pemilu,O
,Kalimat4092,2024.,B-TIM
,Kalimat4092,survei,O
,Kalimat4092,dilakukan,O
,Kalimat4092,pada,O
,Kalimat4092,27,B-TIM
,Kalimat4092,januari,I-TIM
,Kalimat4092,hingga,O
,Kalimat4092,3,B-TIM
,Kalimat4092,februari,I-TIM
,Kalimat4092,2024,I-TIM
,Kalimat4092,",",O
,Kalimat4092,jumlah,O
,Kalimat4092,responden,O
,Kalimat4092,1.500,O
,Kalimat4092,yang,O
,Kalimat4092,tersebar,O
,Kalimat4092,di,O
,Kalimat4092,38,O
,Kalimat4092,provinsi,O
,Kalimat4092,secara,O
,Kalimat4092,proporsional,O
,Kalimat4092,berdasarkan,O
,Kalimat4092,jumlah,O
,Kalimat4092,daftar,O
,Kalimat4092,pemilih,O
,Kalimat4092,tetap,O
,Kalimat4092,(,O
,Kalimat4092,dpt,O
,Kalimat4092,),O
,Kalimat4092,.,O
,Kalimat4093,pengambilan,O
,Kalimat4093,data,O
,Kalimat4093,dilakukan,O
,Kalimat4093,dengan,O
,Kalimat4093,wawancara,O
,Kalimat4093,tatap,O
,Kalimat4093,muka,O
,Kalimat4093,melalui,O
,Kalimat4093,aplikasi,O
,Kalimat4093,survei,O
,Kalimat4093,populi,B-ORG
,Kalimat4093,center,I-ORG
,Kalimat4093,.,O
,Kalimat4094,contentresponden,O
,Kalimat4094,diberi,O
,Kalimat4094,pertanyaan,O
,Kalimat4094,jika,O
,Kalimat4094,pemilu,O
,Kalimat4094,legislatif,O
,Kalimat4094,diadakan,O
,Kalimat4094,hari,O
,Kalimat4094,ini,O
,Kalimat4094,",",O
,Kalimat4094,partai,O
,Kalimat4094,mana,O
,Kalimat4094,yang,O
,Kalimat4094,akan,O
,Kalimat4094,anda,O
,Kalimat4094,pilih,O
,Kalimat4094,?,O
,Kalimat4094,sisa,O
,Kalimat4094,angka,O
,Kalimat4094,merupakan,O
,Kalimat4094,partai,O
,Kalimat4094,non,O
,Kalimat4094,parlemen,O
,Kalimat4094,dan,O
,Kalimat4094,responden,O
,Kalimat4094,yang,O
,Kalimat4094,menolak,O
,Kalimat4094,menjawab,O
,Kalimat4094,pertanyaan,O
,Kalimat4094,ini,O
,Kalimat4094,",",O
,Kalimat4094,',O
,Kalimat4094,bunyi,O
,Kalimat4094,keterangan,O
,Kalimat4094,survei,O
,Kalimat4094,.,O
Artikel901,Kalimat4095,hasil,O
,Kalimat4095,survei,O
,Kalimat4095,poltracking,O
,Kalimat4095,untuk,O
,Kalimat4095,elektabilitas,O
,Kalimat4095,capres-cawapres,O
,Kalimat4095,di,O
,Kalimat4095,jawa,B-LOC
,Kalimat4095,timur,I-LOC
,Kalimat4095,menunjukkan,O
,Kalimat4095,dominasi,O
,Kalimat4095,paslon,O
,Kalimat4095,2,O
,Kalimat4095,prabowo,B-PER
,Kalimat4095,subianto-gibran,I-PER
,Kalimat4095,rakabuming,I-PER
,Kalimat4095,raka,I-PER
,Kalimat4095,.,O
,Kalimat4096,survei,O
,Kalimat4096,tersebut,O
,Kalimat4096,menunjukkan,O
,Kalimat4096,elektabilitas,O
,Kalimat4096,prabowo-gibran,B-PER
,Kalimat4096,"60,1",O
,Kalimat4096,%,O
,Kalimat4096,.,O
,Kalimat4097,prabowo-gibran,B-PER
,Kalimat4097,menang,O
,Kalimat4097,di,O
,Kalimat4097,kota,O
,Kalimat4097,surabaya,B-LOC
,Kalimat4097,",",O
,Kalimat4097,kabupaten,O
,Kalimat4097,malang,B-LOC
,Kalimat4097,",",O
,Kalimat4097,banyuwangi,B-LOC
,Kalimat4097,",",O
,Kalimat4097,jember,B-LOC
,Kalimat4097,",",O
,Kalimat4097,sidoarjo,B-LOC
,Kalimat4097,",",O
,Kalimat4097,kabupaten,O
,Kalimat4097,kediri,B-LOC
,Kalimat4097,",",O
,Kalimat4097,kabupaten,O
,Kalimat4097,pasuruan,B-LOC
,Kalimat4097,",",O
,Kalimat4097,lamongan,B-LOC
,Kalimat4097,",",O
,Kalimat4097,bojonegoro,B-LOC
,Kalimat4097,",",O
,Kalimat4097,jombang,B-LOC
,Kalimat4097,",",O
,Kalimat4097,gresik,B-LOC
,Kalimat4097,",",O
,Kalimat4097,kabupaten,O
,Kalimat4097,blitar,B-LOC
,Kalimat4097,",",O
,Kalimat4097,tuban,B-LOC
,Kalimat4097,.,O
,Kalimat4098,menanggapi,O
,Kalimat4098,hasil,O
,Kalimat4098,tersebut,O
,Kalimat4098,",",O
,Kalimat4098,ketua,O
,Kalimat4098,tkd,O
,Kalimat4098,jatim,O
,Kalimat4098,2,O
,Kalimat4098,boedi,B-PER
,Kalimat4098,prijo,I-PER
,Kalimat4098,suprajitno,I-PER
,Kalimat4098,menyebut,O
,Kalimat4098,itu,O
,Kalimat4098,hasil,O
,Kalimat4098,kerja,O
,Kalimat4098,keras,O
,Kalimat4098,seluruh,O
,Kalimat4098,stakeholder,O
,Kalimat4098,.,O
,Kalimat4099,menurut,O
,Kalimat4099,boedi,B-PER
,Kalimat4099,",",O
,Kalimat4099,elektabilitas,O
,Kalimat4099,prabowo-gibran,B-PER
,Kalimat4099,di,O
,Kalimat4099,jatim,B-LOC
,Kalimat4099,naik,O
,Kalimat4099,14,O
,Kalimat4099,%,O
,Kalimat4099,dalam,O
,Kalimat4099,sebulan,O
,Kalimat4099,terakhir,O
,Kalimat4099,.,O
Artikel902,Kalimat4100,``,O
,Kalimat4100,hari,O
,Kalimat4100,ini,O
,Kalimat4100,konsolidasi,O
,Kalimat4100,relawan,O
,Kalimat4100,terakhir,O
,Kalimat4100,",",O
,Kalimat4100,5.000,O
,Kalimat4100,relawan,O
,Kalimat4100,gus,O
,Kalimat4100,ipul,B-PER
,Kalimat4100,lamongan,B-LOC
,Kalimat4100,kami,O
,Kalimat4100,kumpulkan,O
,Kalimat4100,.,O
,Kalimat4101,sehingga,O
,Kalimat4101,",",O
,Kalimat4101,total,O
,Kalimat4101,sudah,O
,Kalimat4101,lebih,O
,Kalimat4101,150.000,O
,Kalimat4101,relawan,O
,Kalimat4101,se-jatim,O
,Kalimat4101,bergerak,O
,Kalimat4101,untuk,O
,Kalimat4101,kemenangan,O
,Kalimat4101,prabowo-gibran,B-PER
,Kalimat4101,",",O
,Kalimat4101,',O
,Kalimat4101,kata,O
,Kalimat4101,koordinator,O
,Kalimat4101,relawan,O
,Kalimat4101,gus,O
,Kalimat4101,ipul,B-PER
,Kalimat4101,wilayah,O
,Kalimat4101,jatim,O
,Kalimat4101,bagian,O
,Kalimat4101,barat,O
,Kalimat4101,",",O
,Kalimat4101,imam,B-PER
,Kalimat4101,makruf,I-PER
,Kalimat4101,usai,O
,Kalimat4101,menghadiri,O
,Kalimat4101,rapat,O
,Kalimat4101,akbar,O
,Kalimat4101,relawan,O
,Kalimat4101,gus,O
,Kalimat4101,ipul,B-PER
,Kalimat4101,di,O
,Kalimat4101,gor,O
,Kalimat4101,lamongan,B-LOC
,Kalimat4101,melalui,O
,Kalimat4101,keterangan,O
,Kalimat4101,yang,O
,Kalimat4101,diterima,O
,Kalimat4101,detikjatim,O
,Kalimat4101,",",O
,Kalimat4101,rabu,B-TIM
,Kalimat4101,(,O
,Kalimat4101,7/2/2023,I-TIM
,Kalimat4101,),O
,Kalimat4101,.,O
,Kalimat4102,di,O
,Kalimat4102,jatim,O
,Kalimat4102,",",O
,Kalimat4102,relawan,O
,Kalimat4102,gus,O
,Kalimat4102,ipul,B-PER
,Kalimat4102,terdiri,O
,Kalimat4102,dari,O
,Kalimat4102,15,O
,Kalimat4102,orang,O
,Kalimat4102,per,O
,Kalimat4102,desa/kelurahan,O
,Kalimat4102,.,O
,Kalimat4103,koordinasi,O
,Kalimat4103,relawan,O
,Kalimat4103,gus,O
,Kalimat4103,ipul,B-PER
,Kalimat4103,telah,O
,Kalimat4103,dimulai,O
,Kalimat4103,pada,O
,Kalimat4103,14,O
,Kalimat4103,desember,B-TIM
,Kalimat4103,2023,I-TIM
,Kalimat4103,dengan,O
,Kalimat4103,mengumpulkan,O
,Kalimat4103,8,O
,Kalimat4103,orang,O
,Kalimat4103,koordinator,O
,Kalimat4103,tingkat,O
,Kalimat4103,kabupaten/kota,O
,Kalimat4103,se-jatim,O
,Kalimat4103,.,O
,Kalimat4104,dimulai,O
,Kalimat4104,dengan,O
,Kalimat4104,pembacaan,O
,Kalimat4104,selawat,O
,Kalimat4104,",",O
,Kalimat4104,konsolidasi,O
,Kalimat4104,relawan,O
,Kalimat4104,lantas,O
,Kalimat4104,dilanjutkan,O
,Kalimat4104,dengan,O
,Kalimat4104,pembacaan,O
,Kalimat4104,deklarasi,O
,Kalimat4104,relawan,O
,Kalimat4104,siap,O
,Kalimat4104,menangkan,O
,Kalimat4104,prabowo-gibran,B-PER
,Kalimat4104,sekali,O
,Kalimat4104,putaran,O
,Kalimat4104,.,O
Artikel903,Kalimat4105,rektor,O
,Kalimat4105,universitas,B-ORG
,Kalimat4105,katolik,O
,Kalimat4105,(,O
,Kalimat4105,unika,O
,Kalimat4105,),O
,Kalimat4105,soegijapranata,B-PER
,Kalimat4105,",",O
,Kalimat4105,ferdinandus,B-PER
,Kalimat4105,hindarto,I-PER
,Kalimat4105,",",O
,Kalimat4105,menyebut,O
,Kalimat4105,dirinya,O
,Kalimat4105,dihubungi,O
,Kalimat4105,orang,O
,Kalimat4105,yang,O
,Kalimat4105,mengaku,O
,Kalimat4105,polisi,O
,Kalimat4105,untuk,O
,Kalimat4105,membuat,O
,Kalimat4105,video,O
,Kalimat4105,mengapresiasi,O
,Kalimat4105,kinerja,O
,Kalimat4105,presiden,O
,Kalimat4105,joko,B-PER
,Kalimat4105,widodo,I-PER
,Kalimat4105,(,O
,Kalimat4105,jokowi,B-PER
,Kalimat4105,),O
,Kalimat4105,.,O
,Kalimat4106,kapolrestabes,B-ORG
,Kalimat4106,semarang,B-LOC
,Kalimat4106,kombes,O
,Kalimat4106,irwan,B-PER
,Kalimat4106,anwar,I-PER
,Kalimat4106,memberi,O
,Kalimat4106,penjelasan,O
,Kalimat4106,.,O
,Kalimat4107,termasuk,O
,Kalimat4107,soal,O
,Kalimat4107,arahan,O
,Kalimat4107,soal,O
,Kalimat4107,testimoni,O
,Kalimat4107,kinerja,O
,Kalimat4107,presiden,O
,Kalimat4107,jokowi,B-PER
,Kalimat4107,seperti,O
,Kalimat4107,yang,O
,Kalimat4107,diungkapkan,O
,Kalimat4107,rektor,O
,Kalimat4107,unika,O
,Kalimat4107,.,O
,Kalimat4108,``,O
,Kalimat4108,tidak,O
,Kalimat4108,ada,O
,Kalimat4108,sama,O
,Kalimat4108,sekali,O
,Kalimat4108,(,O
,Kalimat4108,arahan,O
,Kalimat4108,apresiasi,O
,Kalimat4108,kinerja,O
,Kalimat4108,jokowi,B-PER
,Kalimat4108,),O
,Kalimat4108,.,O
,Kalimat4109,simak,O
,Kalimat4109,video,O
,Kalimat4109,penjelasan,O
,Kalimat4109,polisi,B-ORG
,Kalimat4109,soal,O
,Kalimat4109,rektor,O
,Kalimat4109,unika,O
,Kalimat4109,ngaku,O
,Kalimat4109,diminta,O
,Kalimat4109,buat,O
,Kalimat4109,video,O
,Kalimat4109,apresiasi,O
,Kalimat4109,jokowi,B-PER
,Kalimat4109,,O
,Kalimat4109,:,O
,Kalimat4109,[,O
,Kalimat4109,gambas,O
,Kalimat4109,:,O
,Kalimat4109,video,O
,Kalimat4109,20detik,O
,Kalimat4109,],O
Artikel904,Kalimat4109,komisi,O
,Kalimat4109,pemilihan,O
,Kalimat4109,umum,O
,Kalimat4109,(,O
,Kalimat4109,kpu,B-ORG
,Kalimat4109,),O
,Kalimat4109,ri,B-LOC
,Kalimat4109,buka,O
,Kalimat4109,suara,O
,Kalimat4109,terkait,O
,Kalimat4109,viral,O
,Kalimat4109,video,O
,Kalimat4109,dugaan,O
,Kalimat4109,kecurangan,O
,Kalimat4109,surat,O
,Kalimat4109,suara,O
,Kalimat4109,di,O
,Kalimat4109,tempat,O
,Kalimat4109,pemungutan,O
,Kalimat4109,surat,O
,Kalimat4109,suara,O
,Kalimat4109,luar,O
,Kalimat4109,negeri,O
,Kalimat4109,(,O
,Kalimat4109,tpsln,O
,Kalimat4109,),O
,Kalimat4109,di,O
,Kalimat4109,malaysia,B-LOC
,Kalimat4109,yang,O
,Kalimat4109,sudah,O
,Kalimat4109,tercoblos,O
,Kalimat4109,.,O
,Kalimat4110,tkn,O
,Kalimat4110,prabowo-gibran,B-PER
,Kalimat4110,sebelumnya,O
,Kalimat4110,menyampaikan,O
,Kalimat4110,dugaan,O
,Kalimat4110,kecurangan,O
,Kalimat4110,surat,O
,Kalimat4110,suara,O
,Kalimat4110,di,O
,Kalimat4110,tpsln,O
,Kalimat4110,di,O
,Kalimat4110,malaysia,B-LOC
,Kalimat4110,.,O
,Kalimat4111,wakil,O
,Kalimat4111,ketua,O
,Kalimat4111,tkn,O
,Kalimat4111,habiburokhman,B-PER
,Kalimat4111,mengatakan,O
,Kalimat4111,kondisi,O
,Kalimat4111,surat,O
,Kalimat4111,suara,O
,Kalimat4111,itu,O
,Kalimat4111,sudah,O
,Kalimat4111,tercoblos,O
,Kalimat4111,.,O
,Kalimat4112,kemudian,O
,Kalimat4112,",",O
,Kalimat4112,habiburokhman,B-PER
,Kalimat4112,menunjukkan,O
,Kalimat4112,salah,O
,Kalimat4112,satu,O
,Kalimat4112,video,O
,Kalimat4112,tentang,O
,Kalimat4112,dugaan,O
,Kalimat4112,kecurangan,O
,Kalimat4112,tersebut,O
,Kalimat4112,.,O
,Kalimat4113,simak,O
,Kalimat4113,video,O
,Kalimat4113,tkn,O
,Kalimat4113,lapor,O
,Kalimat4113,ke,O
,Kalimat4113,bawaslu,B-ORG
,Kalimat4113,buntut,O
,Kalimat4113,surat,O
,Kalimat4113,suara,O
,Kalimat4113,tercoblos,O
,Kalimat4113,nomor,O
,Kalimat4113,3,O
,Kalimat4113,di,O
,Kalimat4113,malaysia,B-LOC
,Kalimat4113,,O
,Kalimat4113,:,O
,Kalimat4113,[,O
,Kalimat4113,gambas,O
,Kalimat4113,:,O
,Kalimat4113,video,O
,Kalimat4113,20detik,O
,Kalimat4113,],O
Artikel905,Kalimat4113,di,O
,Kalimat4113,jawa,B-LOC
,Kalimat4113,tengah,I-LOC
,Kalimat4113,",",O
,Kalimat4113,umk,O
,Kalimat4113,tahun,O
,Kalimat4113,2024,O
,Kalimat4113,untuk,O
,Kalimat4113,berbagai,O
,Kalimat4113,kabupaten/kota,O
,Kalimat4113,telah,O
,Kalimat4113,ditetapkan,O
,Kalimat4113,melalui,O
,Kalimat4113,surat,O
,Kalimat4113,keputusan,O
,Kalimat4113,gubernur,O
,Kalimat4113,jateng,B-LOC
,Kalimat4113,nomor,O
,Kalimat4113,561/57,O
,Kalimat4113,tahun,O
,Kalimat4113,2023,B-TIM
,Kalimat4113,tanggal,O
,Kalimat4113,30,O
,Kalimat4113,november,B-TIM
,Kalimat4113,2023.,O
,Kalimat4113,turut,O
,Kalimat4113,hadir,O
,Kalimat4113,antara,O
,Kalimat4113,lain,O
,Kalimat4113,ketua,O
,Kalimat4113,apindo,O
,Kalimat4113,purbalingga,B-LOC
,Kalimat4113,rocky,B-PER
,Kalimat4113,jungjunan,I-PER
,Kalimat4113,dan,O
,Kalimat4113,anggota,O
,Kalimat4113,apindo,O
,Kalimat4113,se-kabupaten,O
,Kalimat4113,purbalingga,B-LOC
,Kalimat4113,.,O
,Kalimat4114,bamsoet,B-PER
,Kalimat4114,menjelaskan,O
,Kalimat4114,selain,O
,Kalimat4114,faktor,O
,Kalimat4114,eksternal,O
,Kalimat4114,dunia,O
,Kalimat4114,",",O
,Kalimat4114,kondisi,O
,Kalimat4114,perekonomian,O
,Kalimat4114,nasional,O
,Kalimat4114,juga,O
,Kalimat4114,dipengaruhi,O
,Kalimat4114,faktor,O
,Kalimat4114,internal,O
,Kalimat4114,",",O
,Kalimat4114,seperti,O
,Kalimat4114,kondisi,O
,Kalimat4114,sosial,O
,Kalimat4114,dan,O
,Kalimat4114,politik,O
,Kalimat4114,.,O
,Kalimat4115,``,O
,Kalimat4115,namun,O
,Kalimat4115,disisi,O
,Kalimat4115,lain,O
,Kalimat4115,",",O
,Kalimat4115,hasil,O
,Kalimat4115,dari,O
,Kalimat4115,pemilu,O
,Kalimat4115,2024,O
,Kalimat4115,nantinya,O
,Kalimat4115,akan,O
,Kalimat4115,lebih,O
,Kalimat4115,mempengaruhi,O
,Kalimat4115,perekonomian,O
,Kalimat4115,nasional,O
,Kalimat4115,secara,O
,Kalimat4115,lebih,O
,Kalimat4115,fundamental,O
,Kalimat4115,.,O
,Kalimat4116,persatuan,O
,Kalimat4116,dan,O
,Kalimat4116,keutuhan,O
,Kalimat4116,bangsa,O
,Kalimat4116,",",O
,Kalimat4116,semangat,O
,Kalimat4116,kebersamaan,O
,Kalimat4116,dan,O
,Kalimat4116,soliditas,O
,Kalimat4116,",",O
,Kalimat4116,harus,O
,Kalimat4116,ditempatkan,O
,Kalimat4116,sebagai,O
,Kalimat4116,prioritas,O
,Kalimat4116,utama,O
,Kalimat4116,",",O
,Kalimat4116,',O
,Kalimat4116,tutup,O
,Kalimat4116,bamsoet,B-PER
,Kalimat4116,.,O
Artikel906,Kalimat4117,rektor,O
,Kalimat4117,universitas,B-ORG
,Kalimat4117,katolik,O
,Kalimat4117,(,O
,Kalimat4117,unika,O
,Kalimat4117,),O
,Kalimat4117,soegijapranata,B-PER
,Kalimat4117,",",O
,Kalimat4117,ferdinandus,B-PER
,Kalimat4117,hindarto,I-PER
,Kalimat4117,",",O
,Kalimat4117,mengaku,O
,Kalimat4117,mendapatkan,O
,Kalimat4117,telepon,O
,Kalimat4117,dari,O
,Kalimat4117,pihak,O
,Kalimat4117,yang,O
,Kalimat4117,mengaku,O
,Kalimat4117,untuk,O
,Kalimat4117,membuat,O
,Kalimat4117,video,O
,Kalimat4117,apresiasi,O
,Kalimat4117,kinerja,O
,Kalimat4117,presiden,O
,Kalimat4117,joko,B-PER
,Kalimat4117,widodo,I-PER
,Kalimat4117,(,O
,Kalimat4117,jokowi,B-PER
,Kalimat4117,),O
,Kalimat4117,.,O
,Kalimat4118,polisi,O
,Kalimat4118,pun,O
,Kalimat4118,membenarkan,O
,Kalimat4118,adanya,O
,Kalimat4118,permintaan,O
,Kalimat4118,itu,O
,Kalimat4118,pembuatan,O
,Kalimat4118,video,O
,Kalimat4118,tapi,O
,Kalimat4118,bukan,O
,Kalimat4118,berbentuk,O
,Kalimat4118,apresiasi,O
,Kalimat4118,ke,O
,Kalimat4118,jokowi,B-PER
,Kalimat4118,.,O
,Kalimat4119,kapolrestabes,B-ORG
,Kalimat4119,semarang,B-LOC
,Kalimat4119,",",O
,Kalimat4119,kombes,O
,Kalimat4119,irwan,B-PER
,Kalimat4119,anwar,I-PER
,Kalimat4119,",",O
,Kalimat4119,menjelaskan,O
,Kalimat4119,alasan,O
,Kalimat4119,permintaan,O
,Kalimat4119,pembuatan,O
,Kalimat4119,video,O
,Kalimat4119,tersebut,O
,Kalimat4119,ke,O
,Kalimat4119,rektor,O
,Kalimat4119,unika,O
,Kalimat4119,soegijapranata,B-PER
,Kalimat4119,.,O
,Kalimat4120,kombes,O
,Kalimat4120,irwan,O
,Kalimat4120,memastikan,O
,Kalimat4120,tidak,O
,Kalimat4120,ada,O
,Kalimat4120,maksud,O
,Kalimat4120,atau,O
,Kalimat4120,motif,O
,Kalimat4120,politik,O
,Kalimat4120,di,O
,Kalimat4120,balik,O
,Kalimat4120,permintaan,O
,Kalimat4120,pembuatan,O
,Kalimat4120,video,O
,Kalimat4120,itu,O
,Kalimat4120,.,O
,Kalimat4121,rektor,O
,Kalimat4121,universitas,B-ORG
,Kalimat4121,katolik,O
,Kalimat4121,(,O
,Kalimat4121,unika,O
,Kalimat4121,),O
,Kalimat4121,soegijapranata,B-PER
,Kalimat4121,",",O
,Kalimat4121,ferdinandus,B-PER
,Kalimat4121,hindarto,I-PER
,Kalimat4121,bercerita,O
,Kalimat4121,bahwa,O
,Kalimat4121,dirinya,O
,Kalimat4121,dihubungi,O
,Kalimat4121,orang,O
,Kalimat4121,yang,O
,Kalimat4121,mengaku,O
,Kalimat4121,sebagai,O
,Kalimat4121,polisi,O
,Kalimat4121,untuk,O
,Kalimat4121,membuat,O
,Kalimat4121,video,O
,Kalimat4121,mengapresiasi,O
,Kalimat4121,kinerja,O
,Kalimat4121,presiden,O
,Kalimat4121,jokowi,B-PER
,Kalimat4121,.,O
Artikel907,Kalimat4122,anggota,O
,Kalimat4122,bawaslu,B-ORG
,Kalimat4122,sulsel,O
,Kalimat4122,alamsyah,B-PER
,Kalimat4122,mengatakan,O
,Kalimat4122,sadap,O
,Kalimat4122,terancam,O
,Kalimat4122,pidana,O
,Kalimat4122,penjara,O
,Kalimat4122,2,O
,Kalimat4122,tahun,O
,Kalimat4122,denda,O
,Kalimat4122,paling,O
,Kalimat4122,banyak,O
,Kalimat4122,rp,O
,Kalimat4122,24,O
,Kalimat4122,buntut,O
,Kalimat4122,bagi-bagi,O
,Kalimat4122,uang,O
,Kalimat4122,ke,O
,Kalimat4122,warga,O
,Kalimat4122,.,O
,Kalimat4123,setelah,O
,Kalimat4123,dinyatakan,O
,Kalimat4123,memenuhi,O
,Kalimat4123,syarat,O
,Kalimat4123,formil,O
,Kalimat4123,dan,O
,Kalimat4123,materiil,O
,Kalimat4123,",",O
,Kalimat4123,bawaslu,B-ORG
,Kalimat4123,sulsel,O
,Kalimat4123,menggelar,O
,Kalimat4123,pleno,O
,Kalimat4123,dan,O
,Kalimat4123,memutuskan,O
,Kalimat4123,kasus,O
,Kalimat4123,itu,O
,Kalimat4123,dilimpahkan,O
,Kalimat4123,ke,O
,Kalimat4123,bawaslu,B-ORG
,Kalimat4123,makassar,B-LOC
,Kalimat4123,.,O
,Kalimat4124,``,O
,Kalimat4124,keputusan,O
,Kalimat4124,pleno,O
,Kalimat4124,bawaslu,B-ORG
,Kalimat4124,sulsel,O
,Kalimat4124,",",O
,Kalimat4124,kasus,O
,Kalimat4124,itu,O
,Kalimat4124,dilimpahkan,O
,Kalimat4124,ke,O
,Kalimat4124,bawaslu,B-ORG
,Kalimat4124,kota,O
,Kalimat4124,makassar,B-LOC
,Kalimat4124,untuk,O
,Kalimat4124,ditindaklanjuti,O
,Kalimat4124,",",O
,Kalimat4124,',O
,Kalimat4124,ujar,O
,Kalimat4124,anggota,O
,Kalimat4124,bawaslu,B-ORG
,Kalimat4124,sulsel,O
,Kalimat4124,andarias,B-PER
,Kalimat4124,duma,I-PER
,Kalimat4124,,O
,Kalimat4124,kepada,O
,Kalimat4124,wartawan,O
,Kalimat4124,di,O
,Kalimat4124,kantornya,O
,Kalimat4124,",",O
,Kalimat4124,selasa,B-TIM
,Kalimat4124,(,O
,Kalimat4124,6/2,O
,Kalimat4124,),O
,Kalimat4124,.,O
,Kalimat4125,meski,O
,Kalimat4125,dilimpahkan,O
,Kalimat4125,ke,O
,Kalimat4125,bawaslu,B-ORG
,Kalimat4125,makassar,B-LOC
,Kalimat4125,",",O
,Kalimat4125,bawaslu,B-ORG
,Kalimat4125,sulsel,O
,Kalimat4125,memastikan,O
,Kalimat4125,akan,O
,Kalimat4125,tetap,O
,Kalimat4125,akan,O
,Kalimat4125,melakukan,O
,Kalimat4125,pendampingan,O
,Kalimat4125,.,O
,Kalimat4126,sadap,O
,Kalimat4126,beralasan,O
,Kalimat4126,sedekah,O
,Kalimat4126,ke,O
,Kalimat4126,wargaandarias,O
,Kalimat4126,memastikan,O
,Kalimat4126,kasus,O
,Kalimat4126,itu,O
,Kalimat4126,tetap,O
,Kalimat4126,akan,O
,Kalimat4126,diproses,O
,Kalimat4126,oleh,O
,Kalimat4126,gakkumdu,O
,Kalimat4126,makassar,B-LOC
,Kalimat4126,meski,O
,Kalimat4126,sadap,O
,Kalimat4126,telah,O
,Kalimat4126,mengklarifikasi,O
,Kalimat4126,aktivitasnya,O
,Kalimat4126,itu,O
,Kalimat4126,.,O
Artikel908,Kalimat4127,dua,O
,Kalimat4127,politikus,O
,Kalimat4127,pdi,B-ORG
,Kalimat4127,perjuangan,I-ORG
,Kalimat4127,(,O
,Kalimat4127,pdip,B-ORG
,Kalimat4127,),O
,Kalimat4127,",",O
,Kalimat4127,wayan,B-PER
,Kalimat4127,koster,I-PER
,Kalimat4127,dan,O
,Kalimat4127,i,B-PER
,Kalimat4127,nyoman,I-PER
,Kalimat4127,giri,I-PER
,Kalimat4127,prasta,I-PER
,Kalimat4127,bersaing,O
,Kalimat4127,ketat,O
,Kalimat4127,pada,O
,Kalimat4127,hasil,O
,Kalimat4127,survei,O
,Kalimat4127,elektabilitas,O
,Kalimat4127,calon,O
,Kalimat4127,gubernur,O
,Kalimat4127,pilgub,O
,Kalimat4127,bali,B-LOC
,Kalimat4127,2024.,B-TIM
